date,team,elo
2022-04-02,MTL,1390
2022-04-05,MTL,1380
2022-04-07,MTL,1391
2022-04-09,MTL,1387
2022-04-11,MTL,1379
2022-04-13,MTL,1372
2022-04-15,MTL,1365
2022-04-16,MTL,1359
2022-04-19,MTL,1354
2022-04-21,MTL,1343
2022-04-23,MTL,1337
2022-04-24,MTL,1332
2022-04-27,MTL,1349
2022-04-29,MTL,1366
2022-10-12,MTL,1381
2022-10-14,MTL,1373
2022-10-15,MTL,1367
2022-10-17,MTL,1381
2022-10-20,MTL,1390
2022-10-22,MTL,1383
2022-10-25,MTL,1377
2022-10-27,MTL,1391
2022-10-29,MTL,1406
2022-11-01,MTL,1401
2022-11-03,MTL,1395
2022-11-05,MTL,1389
2022-11-08,MTL,1402
2022-11-09,MTL,1413
2022-11-12,MTL,1425
2022-11-15,MTL,1416
2022-11-17,MTL,1407
2022-11-19,MTL,1415
2022-11-22,MTL,1405
2022-11-23,MTL,1417
2022-11-25,MTL,1427
2022-11-29,MTL,1414
2022-12-01,MTL,1428
2022-12-03,MTL,1423
2022-12-05,MTL,1416
2022-12-06,MTL,1429
2022-12-10,MTL,1420
2022-12-12,MTL,1431
2022-12-14,MTL,1423
2022-12-15,MTL,1409
2022-12-17,MTL,1404
2022-12-19,MTL,1415
2022-12-21,MTL,1411
2022-12-23,MTL,1405
2022-12-28,MTL,1401
2022-12-29,MTL,1395
2022-12-31,MTL,1390
2023-01-03,MTL,1383
2023-01-05,MTL,1377
2023-01-07,MTL,1390
2023-01-09,MTL,1383
2023-01-12,MTL,1395
2023-01-14,MTL,1389
2023-01-15,MTL,1405
2023-01-17,MTL,1419
2023-01-19,MTL,1411
2023-01-21,MTL,1425
2023-01-24,MTL,1421
2023-01-26,MTL,1410
2023-01-28,MTL,1403
2023-01-31,MTL,1394
2023-02-11,MTL,1405
2023-02-12,MTL,1418
2023-02-14,MTL,1426
2023-02-16,MTL,1422
2023-02-18,MTL,1417
2023-02-21,MTL,1432
2023-02-24,MTL,1442
2023-02-25,MTL,1432
2023-02-28,MTL,1441
2023-03-02,MTL,1435
2023-03-03,MTL,1424
2023-03-05,MTL,1418
2023-03-07,MTL,1413
2023-03-09,MTL,1406
2023-03-11,MTL,1399
2023-03-13,MTL,1393
2023-03-14,MTL,1407
2023-03-16,MTL,1401
2023-03-18,MTL,1396
2023-03-21,MTL,1409
2023-03-23,MTL,1406
2023-03-25,MTL,1415
2023-03-27,MTL,1428
2023-03-28,MTL,1419
2023-03-30,MTL,1411
2023-04-01,MTL,1405
2023-04-04,MTL,1396
2023-04-06,MTL,1406
2023-04-08,MTL,1401
2023-04-12,MTL,1395
2023-04-13,MTL,1392
2023-10-11,MTL,1388
2023-10-14,MTL,1397
2023-10-17,MTL,1390
2023-10-21,MTL,1399
2023-10-23,MTL,1413
2023-10-24,MTL,1406
2023-10-26,MTL,1414
2023-10-28,MTL,1426
2023-10-30,MTL,1423
2023-11-02,MTL,1413
2023-11-04,MTL,1406
2023-11-07,MTL,1397
2023-11-09,MTL,1410
2023-11-11,MTL,1426
2023-11-12,MTL,1419
2023-11-14,MTL,1409
2023-11-16,MTL,1404
2023-11-18,MTL,1401
2023-11-22,MTL,1411
2023-11-24,MTL,1419
2023-11-25,MTL,1414
2023-11-29,MTL,1423
2023-11-30,MTL,1417
2023-12-02,MTL,1408
2023-12-04,MTL,1418
2023-12-07,MTL,1412
2023-12-09,MTL,1425
2023-12-10,MTL,1417
2023-12-13,MTL,1407
2023-12-16,MTL,1419
2023-12-18,MTL,1434
2023-12-21,MTL,1427
2023-12-22,MTL,1436
2023-12-28,MTL,1430
2023-12-30,MTL,1425
2023-12-31,MTL,1418
2024-01-02,MTL,1433
2024-01-04,MTL,1423
2024-01-06,MTL,1437
2024-01-10,MTL,1429
2024-01-11,MTL,1415
2024-01-13,MTL,1409
2024-01-15,MTL,1423
2024-01-17,MTL,1437
2024-01-18,MTL,1428
2024-01-20,MTL,1423
2024-01-23,MTL,1413
2024-01-25,MTL,1423
2024-01-27,MTL,1415
2024-02-06,MTL,1427
2024-02-10,MTL,1420
2024-02-11,MTL,1412
2024-02-13,MTL,1420
2024-02-15,MTL,1415
2024-02-17,MTL,1404
2024-02-21,MTL,1395
2024-02-22,MTL,1388
2024-02-24,MTL,1382
2024-02-27,MTL,1391
2024-02-29,MTL,1388
2024-03-02,MTL,1383
2024-03-05,MTL,1399
2024-03-07,MTL,1395
2024-03-09,MTL,1389
2024-03-12,MTL,1398
2024-03-14,MTL,1391
2024-03-16,MTL,1385
2024-03-19,MTL,1381
2024-03-21,MTL,1376
2024-03-24,MTL,1389
2024-03-26,MTL,1406
2024-03-28,MTL,1417
2024-03-30,MTL,1411
2024-04-02,MTL,1425
2024-04-04,MTL,1418
2024-04-06,MTL,1411
2024-04-07,MTL,1407
2024-04-09,MTL,1417
2024-04-11,MTL,1410
2024-04-13,MTL,1403
2024-04-15,MTL,1396
2024-04-16,MTL,1388
2021-01-31,NJD,1511
2021-02-16,NJD,1521
2021-02-18,NJD,1533
2021-02-20,NJD,1520
2021-02-21,NJD,1510
2021-02-23,NJD,1498
2021-02-25,NJD,1508
2021-02-27,NJD,1496
2021-02-28,NJD,1485
2021-03-02,NJD,1475
2021-03-04,NJD,1465
2021-03-06,NJD,1455
2021-03-07,NJD,1468
2021-03-09,NJD,1460
2021-03-11,NJD,1454
2021-03-13,NJD,1446
2021-03-14,NJD,1439
2021-03-16,NJD,1447
2021-03-18,NJD,1459
2021-03-20,NJD,1450
2021-03-21,NJD,1464
2021-03-23,NJD,1475
2021-03-25,NJD,1468
2021-03-26,NJD,1462
2021-03-28,NJD,1474
2021-03-30,NJD,1466
2021-04-02,NJD,1458
2021-04-04,NJD,1450
2021-04-06,NJD,1437
2021-04-08,NJD,1446
2021-04-09,NJD,1438
2021-04-11,NJD,1431
2021-04-13,NJD,1422
2021-04-15,NJD,1416
2021-04-17,NJD,1410
2021-04-18,NJD,1403
2021-04-20,NJD,1398
2021-04-22,NJD,1393
2021-04-24,NJD,1388
2021-04-25,NJD,1381
2021-04-27,NJD,1392
2021-04-29,NJD,1403
2021-05-01,NJD,1415
2021-05-03,NJD,1408
2021-05-04,NJD,1421
2021-05-06,NJD,1435
2021-05-08,NJD,1429
2021-05-10,NJD,1420
2021-10-15,NJD,1430
2021-10-19,NJD,1441
2021-10-21,NJD,1433
2021-10-23,NJD,1442
2021-10-26,NJD,1433
2021-10-30,NJD,1447
2021-10-31,NJD,1435
2021-11-02,NJD,1425
2021-11-05,NJD,1416
2021-11-06,NJD,1428
2021-11-09,NJD,1442
2021-11-11,NJD,1454
2021-11-13,NJD,1446
2021-11-14,NJD,1439
2021-11-18,NJD,1434
2021-11-20,NJD,1450
2021-11-24,NJD,1442
2021-11-26,NJD,1435
2021-11-28,NJD,1444
2021-11-30,NJD,1434
2021-12-02,NJD,1429
2021-12-03,NJD,1421
2021-12-06,NJD,1410
2021-12-08,NJD,1419
2021-12-10,NJD,1412
2021-12-11,NJD,1404
2021-12-14,NJD,1396
2021-12-16,NJD,1390
2021-12-18,NJD,1383
2021-12-19,NJD,1377
2021-12-29,NJD,1388
2021-12-31,NJD,1401
2022-01-02,NJD,1416
2022-01-04,NJD,1410
2022-01-06,NJD,1420
2022-01-08,NJD,1411
2022-01-13,NJD,1404
2022-01-19,NJD,1393
2022-01-22,NJD,1408
2022-01-23,NJD,1399
2022-01-25,NJD,1391
2022-01-27,NJD,1387
2022-01-29,NJD,1383
2022-01-31,NJD,1379
2022-02-01,NJD,1374
2022-02-07,NJD,1367
2022-02-08,NJD,1377
2022-02-10,NJD,1392
2022-02-13,NJD,1386
2022-02-15,NJD,1381
2022-02-24,NJD,1397
2022-02-25,NJD,1389
2022-02-28,NJD,1401
2022-03-01,NJD,1394
2022-03-04,NJD,1390
2022-03-06,NJD,1403
2022-03-08,NJD,1419
2022-03-10,NJD,1409
2022-03-12,NJD,1419
2022-03-15,NJD,1412
2022-03-16,NJD,1407
2022-03-19,NJD,1401
2022-03-22,NJD,1415
2022-03-23,NJD,1410
2022-03-26,NJD,1404
2022-03-27,NJD,1413
2022-03-31,NJD,1409
2022-04-02,NJD,1404
2022-04-03,NJD,1396
2022-04-05,NJD,1390
2022-04-07,NJD,1379
2022-04-09,NJD,1394
2022-04-12,NJD,1405
2022-04-14,NJD,1402
2022-04-16,NJD,1393
2022-04-18,NJD,1408
2022-04-21,NJD,1398
2022-04-23,NJD,1392
2022-04-24,NJD,1381
2022-04-26,NJD,1374
2022-04-28,NJD,1370
2022-04-29,NJD,1360
2022-10-13,NJD,1351
2022-10-15,NJD,1342
2022-10-18,NJD,1352
2022-10-20,NJD,1367
2022-10-22,NJD,1376
2022-10-24,NJD,1369
2022-10-25,NJD,1382
2022-10-28,NJD,1398
2022-10-30,NJD,1408
2022-11-01,NJD,1421
2022-11-03,NJD,1437
2022-11-05,NJD,1451
2022-11-08,NJD,1462
2022-11-10,NJD,1470
2022-11-12,NJD,1478
2022-11-15,NJD,1487
2022-11-17,NJD,1500
2022-11-19,NJD,1509
2022-11-21,NJD,1520
2022-11-23,NJD,1510
2022-11-25,NJD,1519
2022-11-26,NJD,1527
2022-11-28,NJD,1538
2022-12-01,NJD,1526
2022-12-03,NJD,1532
2022-12-06,NJD,1537
2022-12-09,NJD,1526
2022-12-12,NJD,1517
2022-12-13,NJD,1506
2022-12-15,NJD,1491
2022-12-17,NJD,1481
2022-12-20,NJD,1475
2022-12-21,NJD,1487
2022-12-23,NJD,1481
2022-12-28,NJD,1475
2022-12-30,NJD,1488
2023-01-01,NJD,1481
2023-01-04,NJD,1491
2023-01-05,NJD,1481
2023-01-07,NJD,1492
2023-01-10,NJD,1506
2023-01-13,NJD,1513
2023-01-14,NJD,1525
2023-01-16,NJD,1531
2023-01-19,NJD,1522
2023-01-22,NJD,1531
2023-01-24,NJD,1539
2023-01-26,NJD,1529
2023-01-27,NJD,1540
2023-02-06,NJD,1547
2023-02-09,NJD,1555
2023-02-11,NJD,1545
2023-02-14,NJD,1551
2023-02-16,NJD,1541
2023-02-18,NJD,1551
2023-02-19,NJD,1560
2023-02-21,NJD,1545
2023-02-23,NJD,1554
2023-02-25,NJD,1559
2023-03-01,NJD,1572
2023-03-03,NJD,1562
2023-03-05,NJD,1568
2023-03-07,NJD,1557
2023-03-09,NJD,1566
2023-03-11,NJD,1573
2023-03-12,NJD,1584
2023-03-14,NJD,1572
2023-03-16,NJD,1560
2023-03-18,NJD,1550
2023-03-19,NJD,1561
2023-03-21,NJD,1550
2023-03-24,NJD,1538
2023-03-25,NJD,1546
2023-03-27,NJD,1535
2023-03-30,NJD,1546
2023-04-01,NJD,1552
2023-04-02,NJD,1541
2023-04-04,NJD,1549
2023-04-06,NJD,1554
2023-04-08,NJD,1549
2023-04-11,NJD,1557
2023-04-13,NJD,1564
2023-04-18,NJD,1553
2023-04-20,NJD,1543
2023-04-22,NJD,1555
2023-04-24,NJD,1567
2023-04-27,NJD,1576
2023-04-29,NJD,1566
2023-05-01,NJD,1575
2023-05-03,NJD,1566
2023-05-05,NJD,1558
2023-05-07,NJD,1568
2023-05-09,NJD,1558
2023-05-11,NJD,1550
2023-10-12,NJD,1556
2023-10-13,NJD,1540
2023-10-16,NJD,1531
2023-10-20,NJD,1542
2023-10-24,NJD,1549
2023-10-25,NJD,1534
2023-10-27,NJD,1542
2023-10-29,NJD,1550
2023-11-02,NJD,1559
2023-11-03,NJD,1547
2023-11-05,NJD,1554
2023-11-07,NJD,1547
2023-11-10,NJD,1533
2023-11-14,NJD,1523
2023-11-16,NJD,1533
2023-11-18,NJD,1524
2023-11-22,NJD,1513
2023-11-24,NJD,1497
2023-11-25,NJD,1506
2023-11-28,NJD,1514
2023-11-30,NJD,1523
2023-12-01,NJD,1507
2023-12-05,NJD,1519
2023-12-07,NJD,1528
2023-12-09,NJD,1538
2023-12-10,NJD,1530
2023-12-13,NJD,1542
2023-12-16,NJD,1548
2023-12-17,NJD,1532
2023-12-19,NJD,1520
2023-12-21,NJD,1510
2023-12-23,NJD,1517
2023-12-27,NJD,1522
2023-12-29,NJD,1531
2023-12-30,NJD,1524
2024-01-03,NJD,1533
2024-01-05,NJD,1537
2024-01-06,NJD,1526
2024-01-11,NJD,1517
2024-01-13,NJD,1531
2024-01-15,NJD,1524
2024-01-17,NJD,1510
2024-01-19,NJD,1517
2024-01-20,NJD,1507
2024-01-22,NJD,1518
2024-01-25,NJD,1510
2024-01-27,NJD,1502
2024-02-06,NJD,1514
2024-02-08,NJD,1502
2024-02-10,NJD,1495
2024-02-12,NJD,1503
2024-02-13,NJD,1514
2024-02-15,NJD,1502
2024-02-17,NJD,1511
2024-02-20,NJD,1500
2024-02-22,NJD,1492
2024-02-24,NJD,1498
2024-02-25,NJD,1488
2024-02-27,NJD,1495
2024-03-01,NJD,1482
2024-03-03,NJD,1474
2024-03-05,NJD,1468
2024-03-07,NJD,1478
2024-03-09,NJD,1470
2024-03-11,NJD,1464
2024-03-14,NJD,1478
2024-03-16,NJD,1467
2024-03-17,NJD,1459
2024-03-19,NJD,1468
2024-03-21,NJD,1481
2024-03-23,NJD,1468
2024-03-24,NJD,1479
2024-03-26,NJD,1493
2024-03-29,NJD,1484
2024-04-02,NJD,1472
2024-04-03,NJD,1467
2024-04-06,NJD,1478
2024-04-07,NJD,1469
2024-04-09,NJD,1461
2024-04-11,NJD,1476
2024-04-13,NJD,1466
2024-04-15,NJD,1456
2021-02-01,NSH,1491
2021-02-04,NSH,1503
2021-02-05,NSH,1494
2021-02-08,NSH,1484
2021-02-09,NSH,1474
2021-02-11,NSH,1483
2021-02-13,NSH,1472
2021-02-18,NSH,1463
2021-02-20,NSH,1475
2021-02-23,NSH,1486
2021-02-25,NSH,1476
2021-02-27,NSH,1485
2021-02-28,NSH,1493
2021-03-02,NSH,1483
2021-03-04,NSH,1473
2021-03-06,NSH,1463
2021-03-07,NSH,1473
2021-03-09,NSH,1466
2021-03-11,NSH,1460
2021-03-13,NSH,1454
2021-03-15,NSH,1468
2021-03-18,NSH,1481
2021-03-20,NSH,1474
2021-03-21,NSH,1484
2021-03-23,NSH,1492
2021-03-25,NSH,1500
2021-03-27,NSH,1512
2021-03-28,NSH,1523
2021-03-30,NSH,1529
2021-04-01,NSH,1515
2021-04-03,NSH,1524
2021-04-06,NSH,1533
2021-04-08,NSH,1541
2021-04-10,NSH,1530
2021-04-11,NSH,1537
2021-04-13,NSH,1547
2021-04-15,NSH,1538
2021-04-17,NSH,1530
2021-04-19,NSH,1538
2021-04-21,NSH,1528
2021-04-23,NSH,1538
2021-04-26,NSH,1547
2021-04-27,NSH,1536
2021-05-01,NSH,1543
2021-05-03,NSH,1550
2021-05-05,NSH,1536
2021-05-08,NSH,1546
2021-05-10,NSH,1555
2021-05-17,NSH,1546
2021-05-19,NSH,1537
2021-05-21,NSH,1547
2021-05-23,NSH,1556
2021-05-25,NSH,1547
2021-05-27,NSH,1536
2021-10-14,NSH,1524
2021-10-16,NSH,1514
2021-10-19,NSH,1521
2021-10-21,NSH,1510
2021-10-23,NSH,1500
2021-10-24,NSH,1513
2021-10-26,NSH,1520
2021-10-30,NSH,1530
2021-11-02,NSH,1541
2021-11-03,NSH,1533
2021-11-05,NSH,1541
2021-11-07,NSH,1528
2021-11-10,NSH,1537
2021-11-11,NSH,1548
2021-11-13,NSH,1553
2021-11-16,NSH,1544
2021-11-20,NSH,1532
2021-11-22,NSH,1539
2021-11-24,NSH,1529
2021-11-26,NSH,1536
2021-11-27,NSH,1529
2021-11-30,NSH,1536
2021-12-02,NSH,1525
2021-12-04,NSH,1531
2021-12-07,NSH,1540
2021-12-09,NSH,1549
2021-12-10,NSH,1556
2021-12-12,NSH,1568
2021-12-16,NSH,1579
2021-12-17,NSH,1587
2021-12-29,NSH,1577
2021-12-30,NSH,1564
2022-01-01,NSH,1570
2022-01-04,NSH,1582
2022-01-06,NSH,1590
2022-01-08,NSH,1595
2022-01-11,NSH,1605
2022-01-13,NSH,1588
2022-01-15,NSH,1579
2022-01-17,NSH,1569
2022-01-18,NSH,1556
2022-01-20,NSH,1563
2022-01-22,NSH,1568
2022-01-25,NSH,1575
2022-01-27,NSH,1564
2022-02-01,NSH,1571
2022-02-09,NSH,1560
2022-02-12,NSH,1546
2022-02-15,NSH,1533
2022-02-18,NSH,1526
2022-02-22,NSH,1540
2022-02-24,NSH,1549
2022-02-26,NSH,1540
2022-03-02,NSH,1526
2022-03-05,NSH,1534
2022-03-08,NSH,1544
2022-03-10,NSH,1550
2022-03-12,NSH,1538
2022-03-13,NSH,1549
2022-03-15,NSH,1559
2022-03-17,NSH,1544
2022-03-19,NSH,1554
2022-03-21,NSH,1561
2022-03-22,NSH,1551
2022-03-24,NSH,1541
2022-03-27,NSH,1546
2022-03-29,NSH,1551
2022-04-01,NSH,1538
2022-04-05,NSH,1549
2022-04-07,NSH,1557
2022-04-09,NSH,1548
2022-04-10,NSH,1539
2022-04-12,NSH,1544
2022-04-14,NSH,1533
2022-04-16,NSH,1538
2022-04-17,NSH,1528
2022-04-19,NSH,1538
2022-04-23,NSH,1530
2022-04-24,NSH,1521
2022-04-26,NSH,1512
2022-04-28,NSH,1526
2022-04-29,NSH,1513
2022-05-03,NSH,1507
2022-05-05,NSH,1501
2022-05-07,NSH,1494
2022-05-09,NSH,1487
2022-10-07,NSH,1493
2022-10-08,NSH,1501
2022-10-13,NSH,1491
2022-10-15,NSH,1483
2022-10-18,NSH,1473
2022-10-20,NSH,1463
2022-10-22,NSH,1450
2022-10-27,NSH,1463
2022-10-29,NSH,1453
2022-11-01,NSH,1448
2022-11-03,NSH,1462
2022-11-05,NSH,1473
2022-11-08,NSH,1464
2022-11-10,NSH,1460
2022-11-12,NSH,1471
2022-11-15,NSH,1482
2022-11-17,NSH,1493
2022-11-19,NSH,1486
2022-11-21,NSH,1493
2022-11-23,NSH,1482
2022-11-29,NSH,1487
2022-12-01,NSH,1499
2022-12-02,NSH,1511
2022-12-08,NSH,1505
2022-12-10,NSH,1492
2022-12-12,NSH,1483
2022-12-13,NSH,1474
2022-12-15,NSH,1467
2022-12-17,NSH,1462
2022-12-19,NSH,1473
2022-12-21,NSH,1480
2022-12-23,NSH,1473
2022-12-27,NSH,1464
2022-12-30,NSH,1472
2022-12-31,NSH,1465
2023-01-03,NSH,1472
2023-01-05,NSH,1487
2023-01-06,NSH,1500
2023-01-09,NSH,1510
2023-01-11,NSH,1503
2023-01-12,NSH,1491
2023-01-14,NSH,1480
2023-01-16,NSH,1490
2023-01-17,NSH,1496
2023-01-19,NSH,1488
2023-01-21,NSH,1498
2023-01-24,NSH,1510
2023-01-26,NSH,1520
2023-02-07,NSH,1508
2023-02-11,NSH,1517
2023-02-13,NSH,1502
2023-02-16,NSH,1495
2023-02-18,NSH,1505
2023-02-19,NSH,1497
2023-02-21,NSH,1504
2023-02-23,NSH,1511
2023-02-26,NSH,1518
2023-02-28,NSH,1506
2023-03-02,NSH,1518
2023-03-04,NSH,1526
2023-03-06,NSH,1515
2023-03-09,NSH,1502
2023-03-11,NSH,1515
2023-03-12,NSH,1523
2023-03-14,NSH,1530
2023-03-16,NSH,1516
2023-03-18,NSH,1505
2023-03-19,NSH,1498
2023-03-21,NSH,1508
2023-03-23,NSH,1517
2023-03-25,NSH,1506
2023-03-26,NSH,1497
2023-03-28,NSH,1513
2023-03-30,NSH,1503
2023-04-01,NSH,1512
2023-04-03,NSH,1503
2023-04-04,NSH,1514
2023-04-06,NSH,1526
2023-04-08,NSH,1516
2023-04-10,NSH,1526
2023-04-13,NSH,1536
2023-04-14,NSH,1527
2023-10-10,NSH,1518
2023-10-12,NSH,1528
2023-10-14,NSH,1523
2023-10-17,NSH,1514
2023-10-19,NSH,1526
2023-10-21,NSH,1530
2023-10-24,NSH,1519
2023-10-28,NSH,1530
2023-10-31,NSH,1521
2023-11-02,NSH,1512
2023-11-04,NSH,1524
2023-11-07,NSH,1513
2023-11-09,NSH,1504
2023-11-11,NSH,1490
2023-11-14,NSH,1476
2023-11-18,NSH,1483
2023-11-20,NSH,1496
2023-11-22,NSH,1504
2023-11-24,NSH,1515
2023-11-26,NSH,1525
2023-11-28,NSH,1533
2023-11-30,NSH,1520
2023-12-02,NSH,1512
2023-12-03,NSH,1522
2023-12-05,NSH,1529
2023-12-07,NSH,1537
2023-12-09,NSH,1529
2023-12-10,NSH,1537
2023-12-12,NSH,1545
2023-12-15,NSH,1556
2023-12-16,NSH,1563
2023-12-19,NSH,1552
2023-12-21,NSH,1562
2023-12-23,NSH,1552
2023-12-27,NSH,1540
2023-12-29,NSH,1528
2023-12-30,NSH,1537
2024-01-02,NSH,1542
2024-01-04,NSH,1529
2024-01-06,NSH,1541
2024-01-09,NSH,1525
2024-01-12,NSH,1537
2024-01-13,NSH,1545
2024-01-15,NSH,1536
2024-01-18,NSH,1546
2024-01-20,NSH,1534
2024-01-22,NSH,1524
2024-01-25,NSH,1534
2024-01-27,NSH,1528
2024-01-29,NSH,1516
2024-01-31,NSH,1503
2024-02-10,NSH,1510
2024-02-13,NSH,1499
2024-02-15,NSH,1491
2024-02-17,NSH,1503
2024-02-20,NSH,1516
2024-02-22,NSH,1527
2024-02-24,NSH,1533
2024-02-25,NSH,1539
2024-02-27,NSH,1546
2024-02-29,NSH,1554
2024-03-02,NSH,1564
2024-03-05,NSH,1548
2024-03-07,NSH,1555
2024-03-09,NSH,1562
2024-03-10,NSH,1551
2024-03-13,NSH,1563
2024-03-16,NSH,1572
2024-03-19,NSH,1575
2024-03-21,NSH,1588
2024-03-23,NSH,1594
2024-03-26,NSH,1601
2024-03-28,NSH,1587
2024-03-30,NSH,1578
2024-04-02,NSH,1567
2024-04-04,NSH,1575
2024-04-06,NSH,1563
2024-04-07,NSH,1572
2024-04-09,NSH,1560
2024-04-12,NSH,1565
2024-04-13,NSH,1569
2024-04-15,NSH,1558
2021-01-31,NYI,1491
2021-02-06,NYI,1500
2021-02-08,NYI,1511
2021-02-11,NYI,1499
2021-02-13,NYI,1510
2021-02-15,NYI,1520
2021-02-16,NYI,1530
2021-02-18,NYI,1520
2021-02-20,NYI,1510
2021-02-22,NYI,1518
2021-02-25,NYI,1528
2021-02-27,NYI,1516
2021-02-28,NYI,1525
2021-03-02,NYI,1535
2021-03-04,NYI,1541
2021-03-06,NYI,1547
2021-03-07,NYI,1553
2021-03-09,NYI,1561
2021-03-11,NYI,1567
2021-03-13,NYI,1575
2021-03-14,NYI,1582
2021-03-16,NYI,1572
2021-03-18,NYI,1559
2021-03-20,NYI,1566
2021-03-22,NYI,1575
2021-03-25,NYI,1584
2021-03-27,NYI,1574
2021-03-29,NYI,1564
2021-04-01,NYI,1573
2021-04-03,NYI,1579
2021-04-06,NYI,1588
2021-04-08,NYI,1594
2021-04-09,NYI,1581
2021-04-11,NYI,1588
2021-04-15,NYI,1577
2021-04-16,NYI,1566
2021-04-18,NYI,1574
2021-04-20,NYI,1582
2021-04-22,NYI,1570
2021-04-24,NYI,1559
2021-04-27,NYI,1551
2021-04-29,NYI,1562
2021-05-01,NYI,1570
2021-05-03,NYI,1556
2021-05-04,NYI,1542
2021-05-06,NYI,1528
2021-05-08,NYI,1534
2021-05-10,NYI,1525
2021-05-16,NYI,1538
2021-05-18,NYI,1530
2021-05-20,NYI,1520
2021-05-22,NYI,1531
2021-05-24,NYI,1543
2021-05-26,NYI,1553
2021-05-29,NYI,1545
2021-05-31,NYI,1557
2021-06-03,NYI,1546
2021-06-05,NYI,1556
2021-06-07,NYI,1567
2021-06-09,NYI,1576
2021-06-13,NYI,1588
2021-06-15,NYI,1579
2021-06-17,NYI,1568
2021-06-19,NYI,1578
2021-06-21,NYI,1569
2021-06-23,NYI,1579
2021-06-25,NYI,1570
2021-10-14,NYI,1560
2021-10-16,NYI,1552
2021-10-19,NYI,1560
2021-10-21,NYI,1547
2021-10-23,NYI,1555
2021-10-24,NYI,1566
2021-10-30,NYI,1556
2021-11-04,NYI,1565
2021-11-06,NYI,1574
2021-11-07,NYI,1565
2021-11-11,NYI,1553
2021-11-15,NYI,1545
2021-11-16,NYI,1537
2021-11-20,NYI,1525
2021-11-21,NYI,1515
2021-11-24,NYI,1505
2021-11-26,NYI,1495
2021-12-02,NYI,1483
2021-12-04,NYI,1474
2021-12-05,NYI,1462
2021-12-07,NYI,1472
2021-12-09,NYI,1463
2021-12-11,NYI,1471
2021-12-14,NYI,1462
2021-12-16,NYI,1473
2021-12-19,NYI,1466
2021-12-30,NYI,1472
2022-01-01,NYI,1482
2022-01-13,NYI,1489
2022-01-15,NYI,1479
2022-01-17,NYI,1486
2022-01-18,NYI,1494
2022-01-21,NYI,1500
2022-01-22,NYI,1491
2022-01-25,NYI,1497
2022-01-27,NYI,1486
2022-01-30,NYI,1478
2022-02-01,NYI,1486
2022-02-02,NYI,1473
2022-02-09,NYI,1484
2022-02-11,NYI,1475
2022-02-12,NYI,1468
2022-02-15,NYI,1456
2022-02-17,NYI,1468
2022-02-20,NYI,1453
2022-02-22,NYI,1462
2022-02-24,NYI,1452
2022-02-26,NYI,1445
2022-02-27,NYI,1456
2022-03-01,NYI,1452
2022-03-03,NYI,1442
2022-03-05,NYI,1454
2022-03-07,NYI,1448
2022-03-10,NYI,1458
2022-03-11,NYI,1467
2022-03-13,NYI,1475
2022-03-15,NYI,1467
2022-03-17,NYI,1481
2022-03-19,NYI,1492
2022-03-20,NYI,1479
2022-03-22,NYI,1486
2022-03-24,NYI,1493
2022-03-26,NYI,1487
2022-03-27,NYI,1479
2022-03-29,NYI,1490
2022-03-31,NYI,1498
2022-04-01,NYI,1512
2022-04-03,NYI,1520
2022-04-05,NYI,1512
2022-04-08,NYI,1525
2022-04-09,NYI,1516
2022-04-12,NYI,1526
2022-04-14,NYI,1517
2022-04-15,NYI,1524
2022-04-17,NYI,1517
2022-04-19,NYI,1510
2022-04-21,NYI,1502
2022-04-23,NYI,1492
2022-04-24,NYI,1483
2022-04-26,NYI,1496
2022-04-28,NYI,1506
2022-04-29,NYI,1497
2022-10-13,NYI,1489
2022-10-15,NYI,1495
2022-10-18,NYI,1500
2022-10-20,NYI,1485
2022-10-22,NYI,1480
2022-10-23,NYI,1474
2022-10-26,NYI,1485
2022-10-28,NYI,1499
2022-10-29,NYI,1513
2022-11-01,NYI,1521
2022-11-03,NYI,1533
2022-11-05,NYI,1521
2022-11-07,NYI,1530
2022-11-08,NYI,1542
2022-11-10,NYI,1528
2022-11-12,NYI,1534
2022-11-14,NYI,1542
2022-11-17,NYI,1531
2022-11-19,NYI,1522
2022-11-21,NYI,1534
2022-11-23,NYI,1544
2022-11-25,NYI,1551
2022-11-26,NYI,1555
2022-11-29,NYI,1540
2022-12-02,NYI,1528
2022-12-04,NYI,1533
2022-12-06,NYI,1521
2022-12-09,NYI,1532
2022-12-10,NYI,1522
2022-12-13,NYI,1517
2022-12-16,NYI,1505
2022-12-17,NYI,1518
2022-12-19,NYI,1512
2022-12-22,NYI,1504
2022-12-23,NYI,1513
2022-12-27,NYI,1523
2022-12-29,NYI,1528
2023-01-01,NYI,1518
2023-01-03,NYI,1528
2023-01-05,NYI,1519
2023-01-06,NYI,1509
2023-01-10,NYI,1499
2023-01-12,NYI,1490
2023-01-14,NYI,1496
2023-01-16,NYI,1485
2023-01-18,NYI,1479
2023-01-19,NYI,1470
2023-01-21,NYI,1462
2023-01-23,NYI,1456
2023-01-25,NYI,1447
2023-01-27,NYI,1456
2023-01-28,NYI,1466
2023-02-06,NYI,1476
2023-02-07,NYI,1487
2023-02-09,NYI,1475
2023-02-11,NYI,1464
2023-02-14,NYI,1454
2023-02-17,NYI,1465
2023-02-18,NYI,1461
2023-02-20,NYI,1473
2023-02-22,NYI,1484
2023-02-24,NYI,1474
